100000 100
826388 836388 841
722102 732102 280
309910 319910 665
896841 906841 613
52758 62758 857
119703 129703 367
838927 848927 711
430412 440412 691
946926 956926 67
835856 845856 23
769812 779812 572
508807 518807 524
456050 466050 590
601548 611548 468
568693 578693 635
397050 407050 141
939073 949073 611
897303 907303 880
262086 272086 508
919994 929994 7
883202 893202 163
318856 328856 837
250297 260297 716
825710 835710 344
819399 829399 807
475517 485517 955
343466 353466 580
128077 138077 403
215351 225351 744
842182 852182 77
491630 501630 279
789688 799688 647
784972 794972 469
123017 133017 263
988086 998086 619
927028 937028 442
776645 786645 921
669551 679551 471
237815 247815 254
86850 96850 418
538015 548015 29
221485 231485 330
95183 105183 911
734577 744577 75
914116 924116 515
928202 938202 495
717165 727165 301
785424 795424 455
475128 485128 799
704808 714808 565
943954 953954 877
640579 650579 497
559868 569868 390
427739 437739 147
14056 24056 527
918857 928857 707
98780 108780 580
724348 734348 233
28507 38507 987
787715 797715 789
371985 381985 717
430022 440022 821
902838 912838 365
255361 265361 947
50497 60497 911
136889 146889 846
146595 156595 755
113443 123443 28
445460 455460 739
891881 901881 783
805609 815609 918
512884 522884 666
860512 870512 789
487084 497084 942
774156 784156 408
923696 933696 537
504174 514174 478
606812 616812 364
371240 381240 17
897056 907056 573
976334 986334 149
693914 703914 594
337761 347761 237
686475 696475 725
740440 750440 36
667821 677821 753
192096 202096 698
77160 87160 33
619370 629370 86
917492 927492 385
872885 882885 434
903631 913631 640
941660 951660 989
440915 450915 930
393091 403091 589
877472 887472 805
751790 761790 47
831522 841522 962
206027 216027 857
448329 458329 755
833101 843101 737
626739 636739 806
249877 259877 269
828895 838895 407
706030 716030 168
2547 12547 822
763972 773972 305
769610 779610 228
265937 275937 897
245467 255467 85
551924 561924 258
426984 436984 456
555513 565513 367
317001 327001 583
462426 472426 951
260810 270810 40
926869 936869 719
640771 650771 139
91185 101185 132
631298 641298 900
11930 21930 480
858410 868410 605
833468 843468 914
645209 655209 57
673425 683425 968
638444 648444 713
818313 828313 970
813329 823329 864
567145 577145 305
253929 263929 746
105358 115358 166
929487 939487 724
323161 333161 114
74791 84791 109
608879 618879 910
352760 362760 551
16815 26815 769
450941 460941 786
737167 747167 694
587441 597441 221
424606 434606 698
762416 772416 474
330395 340395 275
11415 21415 573
431694 441694 351
611505 621505 835
198790 208790 665
565740 575740 70
101154 111154 490
766520 776520 826
15401 25401 711
883369 893369 873
399526 409526 232
918340 928340 820
695876 705876 620
348020 358020 397
446080 456080 560
138502 148502 653
113777 123777 909
277115 287115 27
323546 333546 319
656646 666646 608
110974 120974 965
9327 19327 425
485846 495846 831
922677 932677 295
127287 137287 788
235433 245433 211
506427 516427 795
539804 549804 76
31569 41569 943
369190 379190 764
321553 331553 739
335356 345356 526
406095 416095 439
485129 495129 377
760749 770749 914
717960 727960 469
753956 763956 16
744079 754079 693
424496 434496 704
631335 641335 67
818319 828319 82
782753 792753 996
54813 64813 550
150162 160162 438
220895 230895 615
753637 763637 477
472306 482306 119
235013 245013 922
738244 748244 625
453418 463418 229
316072 326072 838
8206 18206 519
889074 899074 222
484103 494103 889
987084 997084 200
410067 420067 163
242044 252044 61
677308 687308 544
89937 99937 31
898866 908866 259
886766 896766 922
740384 750384 175
769963 779963 93
770413 780413 161
478073 488073 417
810241 820241 784
381024 391024 595
722435 732435 613
290020 300020 238
876588 886588 45
309426 319426 95
774928 784928 374
559734 569734 552
958153 968153 918
275380 285380 768
479740 489740 794
539340 549340 29
501874 511874 787
369344 379344 782
237315 247315 514
658803 668803 167
968632 978632 885
77450 87450 506
746964 756964 832
466966 476966 882
7973 17973 437
41352 51352 327
158687 168687 753
414937 424937 95
773794 783794 900
13770 23770 541
236659 246659 633
885049 895049 818
394932 404932 258
205615 215615 241
860134 870134 26
986817 996817 590
224386 234386 980
39979 49979 947
499511 509511 408
415337 425337 758
580032 590032 153
668125 678125 426
870533 880533 210
239484 249484 933
987594 997594 26
340755 350755 748
638874 648874 957
127066 137066 375
586562 596562 813
169440 179440 426
456050 466050 394
687712 697712 832
722989 732989 663
677557 687557 156
782425 792425 771
536815 546815 123
665635 675635 995
471322 481322 799
696520 706520 373
229800 239800 439
323787 333787 390
138716 148716 459
407755 417755 30
466464 476464 102
898610 908610 429
882198 892198 184
247733 257733 193
932774 942774 414
655712 665712 445
633640 643640 867
346539 356539 115
753398 763398 733
537774 547774 732
835902 845902 919
166195 176195 69
58766 68766 153
365059 375059 593
621000 631000 586
687248 697248 543
802189 812189 889
599143 609143 673
547620 557620 144
424895 434895 288
774055 784055 339
863139 873139 59
843641 853641 500
168560 178560 636
950465 960465 502
167861 177861 715
967740 977740 169
806458 816458 67
612181 622181 532
248659 258659 14
777967 787967 530
382786 392786 619
958738 968738 892
551054 561054 374
749908 759908 648
150017 160017 618
18758 28758 216
586537 596537 884
176022 186022 360
342977 352977 949
844824 854824 26
956021 966021 673
70201 80201 517
536400 546400 673
211399 221399 451
477178 487178 265
47687 57687 118
628778 638778 841
620485 630485 948
788096 798096 477
264771 274771 556
394367 404367 125
709874 719874 565
822439 832439 488
154604 164604 286
234619 244619 303
245874 255874 997
191883 201883 263
155759 165759 411
570805 580805 729
576800 586800 825
671767 681767 873
83377 93377 68
226944 236944 32
143512 153512 25
9685 19685 766
228927 238927 214
825543 835543 559
944354 954354 954
720212 730212 993
219141 229141 861
606995 616995 143
304936 314936 742
569575 579575 229
158832 168832 938
650305 660305 745
115916 125916 16
359390 369390 33
3097 13097 182
184384 194384 723
204798 214798 436
73417 83417 478
397523 407523 538
784724 794724 752
153195 163195 605
650796 660796 737
635793 645793 543
638038 648038 644
130965 140965 341
960381 970381 942
706541 716541 226
251041 261041 671
482743 492743 338
131713 141713 759
744102 754102 582
356232 366232 983
625783 635783 121
620741 630741 362
744184 754184 733
54731 64731 192
263854 273854 954
225082 235082 100
911089 921089 354
491977 501977 75
245303 255303 84
909159 919159 394
47844 57844 616
913094 923094 611
671797 681797 710
200031 210031 532
124759 134759 761
952508 962508 547
332379 342379 226
398205 408205 300
611601 621601 297
269724 279724 218
513555 523555 804
540534 550534 559
513905 523905 656
139927 149927 290
119824 129824 537
523582 533582 885
813207 823207 638
776285 786285 6
501393 511393 750
444633 454633 914
72452 82452 35
271554 281554 366
951787 961787 222
182211 192211 672
207061 217061 434
151209 161209 928
380967 390967 795
107118 117118 989
141278 151278 129
197627 207627 331
561286 571286 125
13583 23583 345
538091 548091 742
61743 71743 679
242865 252865 765
293361 303361 201
53660 63660 340
902876 912876 194
33772 43772 371
51578 61578 637
828983 838983 117
575989 585989 712
742545 752545 787
536544 546544 201
560718 570718 21
636502 646502 117
369023 379023 64
183963 193963 276
200375 210375 675
377022 387022 393
199113 209113 867
58512 68512 471
442191 452191 399
663274 673274 6
965775 975775 66
255054 265054 364
730127 740127 92
140547 150547 776
248858 258858 436
751598 761598 357
804295 814295 369
444199 454199 813
447031 457031 717
95916 105916 642
944682 954682 59
186611 196611 316
12930 22930 512
548370 558370 515
988681 998681 185
889685 899685 928
795567 805567 101
877422 887422 806
20314 30314 102
33749 43749 301
571206 581206 759
203623 213623 350
209366 219366 970
853676 863676 742
798930 808930 76
669165 679165 407
984721 994721 180
56720 66720 434
372271 382271 79
778160 788160 602
958932 968932 722
107961 117961 758
806416 816416 682
706057 716057 998
670909 680909 375
839612 849612 202
929059 939059 742
298785 308785 461
547793 557793 135
299606 309606 669
864999 874999 910
775411 785411 304
565482 575482 468
842716 852716 108
556375 566375 421
384941 394941 741
742976 752976 524
292627 302627 979
105305 115305 97
100478 110478 84
577934 587934 857
847973 857973 417
763396 773396 28
357549 367549 752
158290 168290 450
326740 336740 666
805045 815045 178
792068 802068 422
255822 265822 958
756301 766301 77
402953 412953 102
523332 533332 467
242837 252837 611
812564 822564 386
671146 681146 905
661336 671336 524
718235 728235 932
915782 925782 246
157890 167890 276
397409 407409 241
650814 660814 630
538004 548004 359
490503 500503 12
778172 788172 346
627620 637620 912
158319 168319 535
325350 335350 744
469878 479878 489
588920 598920 54
810563 820563 738
869292 879292 860
286107 296107 242
192558 202558 696
244181 254181 241
813105 823105 675
813404 823404 234
219244 229244 125
930803 940803 627
128701 138701 467
310347 320347 798
82239 92239 926
912104 922104 250
1680 11680 153
982217 992217 209
772387 782387 568
582594 592594 302
437644 447644 605
56169 66169 959
719569 729569 572
674254 684254 471
311311 321311 750
331099 341099 315
705822 715822 757
415130 425130 792
803827 813827 277
614492 624492 436
417801 427801 205
108935 118935 740
777991 787991 287
292124 302124 117
60352 70352 598
692595 702595 725
321179 331179 436
634853 644853 50
815280 825280 929
561296 571296 68
534512 544512 964
705864 715864 370
816395 826395 135
291689 301689 946
69768 79768 343
486598 496598 357
9527 19527 734
753396 763396 386
833391 843391 714
379375 389375 480
687931 697931 80
974419 984419 727
856738 866738 488
283506 293506 989
926615 936615 776
204141 214141 266
513180 523180 686
94391 104391 525
402685 412685 513
176039 186039 613
459658 469658 849
117809 127809 31
748874 758874 749
985333 995333 703
867185 877185 599
49378 59378 818
298754 308754 89
678678 688678 449
543549 553549 478
405261 415261 672
415107 425107 529
300689 310689 341
57759 67759 848
318573 328573 761
670599 680599 41
449465 459465 519
161321 171321 29
883752 893752 827
436243 446243 257
683837 693837 617
775905 785905 384
196099 206099 600
651438 661438 836
618412 628412 803
272056 282056 976
473681 483681 451
172119 182119 438
816462 826462 963
324800 334800 572
795964 805964 319
121166 131166 653
380627 390627 839
79617 89617 733
377676 387676 932
739227 749227 417
170712 180712 489
60450 70450 995
737638 747638 898
140216 150216 336
581064 591064 475
744525 754525 128
283520 293520 335
56757 66757 356
413164 423164 213
478793 488793 291
257344 267344 731
141734 151734 783
735299 745299 475
710025 720025 237
395969 405969 523
443671 453671 165
976766 986766 753
741152 751152 455
798412 808412 822
125068 135068 654
960649 970649 481
96588 106588 549
85729 95729 935
967238 977238 311
183112 193112 432
181737 191737 208
806401 816401 559
959808 969808 974
828323 838323 446
542689 552689 666
640875 650875 793
365805 375805 762
641661 651661 741
813239 823239 852
456197 466197 418
752878 762878 260
294321 304321 559
795806 805806 718
174373 184373 655
748817 758817 941
404540 414540 444
951500 961500 775
130256 140256 932
547070 557070 93
825971 835971 712
25111 35111 550
410628 420628 823
848658 858658 294
364479 374479 901
200200 210200 11
678338 688338 633
78044 88044 877
237949 247949 874
240096 250096 346
493535 503535 396
359562 369562 399
686056 696056 54
401029 411029 684
613315 623315 65
305952 315952 265
845593 855593 864
815847 825847 360
831414 841414 535
724976 734976 630
846836 856836 486
924333 934333 282
941004 951004 520
278568 288568 21
238180 248180 333
446334 456334 649
486147 496147 18
547902 557902 298
481873 491873 855
181796 191796 311
120984 130984 779
961576 971576 198
758163 768163 234
821047 831047 165
755553 765553 436
137612 147612 577
463873 473873 269
838755 848755 686
505856 515856 74
800705 810705 52
609220 619220 889
635403 645403 657
821033 831033 162
203050 213050 814
958307 968307 186
428973 438973 195
340438 350438 360
669610 679610 315
652560 662560 463
840322 850322 183
405532 415532 511
672691 682691 879
852656 862656 149
256570 266570 49
297986 307986 896
630820 640820 459
639414 649414 913
895668 905668 731
893257 903257 67
731644 741644 281
832133 842133 303
353598 363598 320
364284 374284 320
243562 253562 382
535225 545225 352
416559 426559 271
209067 219067 866
215079 225079 719
127765 137765 54
473558 483558 99
763630 773630 258
231798 241798 379
442333 452333 157
18554 28554 14
959425 969425 647
758525 768525 371
11503 21503 906
268094 278094 251
869460 879460 957
508273 518273 716
468958 478958 280
195048 205048 293
114906 124906 887
725608 735608 878
577463 587463 998
892233 902233 150
441938 451938 779
725968 735968 33
800546 810546 831
662576 672576 85
151268 161268 162
243261 253261 210
300202 310202 759
985657 995657 544
579816 589816 459
963698 973698 201
880019 890019 214
958024 968024 448
293607 303607 283
616777 626777 45
440936 450936 658
227850 237850 48
974048 984048 390
278112 288112 581
419538 429538 868
980285 990285 465
709358 719358 717
677180 687180 193
575014 585014 427
485869 495869 738
94736 104736 406
265071 275071 845
222533 232533 954
444590 454590 96
954340 964340 11
646843 656843 21
818751 828751 377
610886 620886 419
345065 355065 266
507573 517573 381
978760 988760 3
2499 12499 286
185655 195655 644
26068 36068 832
715092 725092 444
669186 679186 304
611465 621465 968
814787 824787 429
685345 695345 492
433583 443583 911
79924 89924 860
102808 112808 779
586557 596557 607
503508 513508 920
413139 423139 476
233424 243424 799
257268 267268 960
550599 560599 588
639450 649450 521
748157 758157 185
265728 275728 66
587145 597145 346
405306 415306 196
366066 376066 237
882519 892519 686
587463 597463 659
99088 109088 838
310096 320096 343
714696 724696 895
843334 853334 285
896021 906021 239
626372 636372 271
773044 783044 452
741641 751641 554
323996 333996 627
945016 955016 170
760906 770906 670
515026 525026 768
95928 105928 868
941016 951016 787
809399 819399 717
897950 907950 510
733389 743389 511
241550 251550 699
888955 898955 929
903500 913500 745
28826 38826 104
603689 613689 746
734066 744066 53
152918 162918 940
764398 774398 319
362658 372658 355
736147 746147 719
915413 925413 811
781703 791703 477
440291 450291 446
491725 501725 204
626652 636652 208
698708 708708 157
934408 944408 411
1831 11831 348
651494 661494 89
941395 951395 412
225451 235451 700
4579 14579 118
777406 787406 597
445678 455678 947
556279 566279 555
706027 716027 319
519161 529161 343
359481 369481 573
331959 341959 161
799641 809641 727
304922 314922 472
32992 42992 710
781201 791201 261
239383 249383 360
128292 138292 395
146503 156503 639
873759 883759 715
286764 296764 210
77535 87535 927
623884 633884 580
915768 925768 984
486243 496243 323
858972 868972 253
208243 218243 380
793481 803481 918
433828 443828 753
892360 902360 127
315484 325484 350
797498 807498 591
589200 599200 376
151668 161668 144
701417 711417 700
608445 618445 304
270137 280137 778
920616 930616 665
520190 530190 138
247590 257590 609
817058 827058 80
709437 719437 599
796164 806164 334
339145 349145 184
818202 828202 46
813631 823631 771
739983 749983 195
786439 796439 107
111683 121683 568
361345 371345 995
497462 507462 629
506736 516736 751
317374 327374 190
824622 834622 457
184774 194774 267
137492 147492 286
79038 89038 347
817117 827117 874
403939 413939 963
673798 683798 298
515098 525098 654
460538 470538 73
412571 422571 321
457318 467318 918
862903 872903 215
201256 211256 824
110497 120497 830
480015 490015 805
13499 23499 821
897559 907559 835
491538 501538 691
292309 302309 350
1406 11406 625
864194 874194 715
329019 339019 544
458336 468336 434
960304 970304 696
670011 680011 934
695168 705168 210
345904 355904 511
658671 668671 404
530916 540916 349
797086 807086 108
687472 697472 921
535963 545963 427
153824 163824 649
280458 290458 234
860428 870428 731
76945 86945 34
194489 204489 146
70547 80547 211
151194 161194 440
600147 610147 355
175160 185160 412
684973 694973 194
434474 444474 545
838076 848076 311
838745 848745 937
274370 284370 245
435131 445131 251
183900 193900 702
637224 647224 349
643499 653499 113
666740 676740 732
447198 457198 854
553377 563377 907
116165 126165 821
915398 925398 240
405240 415240 500
501773 511773 669
592813 602813 42
248678 258678 654
328293 338293 353
754713 764713 779
129386 139386 903
513187 523187 79
51200 61200 658
246941 256941 459
546816 556816 295
673165 683165 400
399253 409253 229
606199 616199 256
529469 539469 329
150230 160230 295
237038 247038 758
922637 932637 992
304203 314203 339
196102 206102 667
336252 346252 784
438149 448149 223
311019 321019 486
27241 37241 267
163549 173549 155
885123 895123 828
345449 355449 895
846065 856065 253
191834 201834 888
243348 253348 441
463680 473680 737
891284 901284 822
750443 760443 475
287480 297480 104
778503 788503 531
679245 689245 898
922817 932817 563
8194 18194 370
254691 264691 323
243102 253102 661
334551 344551 23
193894 203894 365
384500 394500 738
833082 843082 193
933708 943708 91
919595 929595 201
872423 882423 467
930563 940563 963
696638 706638 631
67408 77408 951
92423 102423 703
578230 588230 347
767904 777904 934
769100 779100 358
269899 279899 362
347291 357291 642
62010 72010 216
357942 367942 63
699007 709007 288
115027 125027 669
896294 906294 11
756408 766408 388
955399 965399 200
871579 881579 240
826759 836759 407
235358 245358 931
730176 740176 970
374673 384673 967
52574 62574 688
424501 434501 752
583304 593304 924
885483 895483 732
765100 775100 889
982089 992089 850
173910 183910 417
531123 541123 904
537872 547872 203
113376 123376 782
339277 349277 18
448318 458318 989
243974 253974 668
684182 694182 120
372082 382082 581
144910 154910 307
579320 589320 815
253147 263147 282
535720 545720 439
571958 581958 131
914408 924408 715
47580 57580 322
13076 23076 840
338282 348282 704
104706 114706 670
888033 898033 44
267966 277966 571
375973 385973 741
796352 806352 836
89653 99653 653
985635 995635 954
901321 911321 720
512790 522790 428
21458 31458 53
300468 310468 639
92673 102673 153
603805 613805 870
604051 614051 729
428633 438633 124
132253 142253 939
902724 912724 92
362492 372492 946
234782 244782 883
255054 265054 381
871960 881960 965
145961 155961 134
799260 809260 963
489157 499157 57
398996 408996 555
500052 510052 761
528885 538885 933
58503 68503 993
426407 436407 129
673029 683029 644
932876 942876 830
490420 500420 965
552936 562936 525
637641 647641 655
933543 943543 811
646193 656193 217
292717 302717 329
303608 313608 614
844186 854186 81
69214 79214 401
695955 705955 748
888642 898642 357
748720 758720 843
819492 829492 896
443604 453604 932
9660 19660 959
773169 783169 424
381429 391429 399
162242 172242 961
605874 615874 294
341138 351138 881
931166 941166 603
208541 218541 2
247698 257698 371
770987 780987 586
152188 162188 676
637705 647705 93
198697 208697 293
389315 399315 845
650936 660936 354
379747 389747 100
627468 637468 754
817225 827225 501
401059 411059 811
293393 303393 140
562202 572202 15
738500 748500 463
760802 770802 163
140679 150679 464
336045 346045 841
518420 528420 709
930954 940954 80
835790 845790 883
930939 940939 142
808697 818697 120
678116 688116 406
441195 451195 342
964373 974373 761
354688 364688 195
247022 257022 117
395612 405612 299
775943 785943 431
14462 24462 251
659214 669214 225
847877 857877 633
866431 876431 892
773119 783119 126
463788 473788 142
435151 445151 920
926811 936811 685
531236 541236 205
380087 390087 342
35185 45185 788
160145 170145 524
923470 933470 120
561309 571309 698
963447 973447 795
412562 422562 807
151624 161624 68
631725 641725 63
643216 653216 812
962408 972408 595
222903 232903 461
774059 784059 419
852689 862689 411
165861 175861 144
726229 736229 444
887678 897678 96
358078 368078 421
141491 151491 556
11155 21155 747
217227 227227 716
890961 900961 960
533492 543492 114
150950 160950 637
108184 118184 811
373302 383302 993
108366 118366 249
891087 901087 760
937088 947088 730
550774 560774 492
665218 675218 348
654045 664045 602
28215 38215 322
401552 411552 319
19099 29099 35
371781 381781 640
311235 321235 548
155270 165270 717
705766 715766 218
659319 669319 780
916612 926612 556
211730 221730 504
481158 491158 149
547092 557092 778
310153 320153 12
300987 310987 377
760153 770153 954
449137 459137 487
177494 187494 81
135880 145880 219
39814 49814 646
184733 194733 525
137093 147093 930
320507 330507 47
15362 25362 442
443604 453604 222
369207 379207 921
841395 851395 901
628163 638163 984
182515 192515 51
446961 456961 564
410686 420686 285
699962 709962 169
249059 259059 490
289482 299482 241
445591 455591 795
649638 659638 423
44422 54422 753
110305 120305 682
711710 721710 581
919752 929752 283
186193 196193 325
472932 482932 285
297231 307231 666
623881 633881 720
305161 315161 995
199700 209700 1000
955319 965319 871
600128 610128 154
818757 828757 100
480529 490529 81
12749 22749 198
795409 805409 705
891318 901318 485
173415 183415 129
782221 792221 791
333982 343982 560
389727 399727 956
246702 256702 254
605178 615178 186
842121 852121 623
67844 77844 211
274900 284900 707
781755 791755 83
812370 822370 966
5295 15295 450
19589 29589 463
185704 195704 146
31583 41583 832
779223 789223 344
532000 542000 817
919721 929721 240
526065 536065 762
293398 303398 312
821446 831446 876
384131 394131 951
745747 755747 880
772355 782355 61
879897 889897 819
347104 357104 330
399317 409317 185
858331 868331 361
570235 580235 912
903049 913049 98
687259 697259 253
103099 113099 724
70362 80362 618
941798 951798 402
386430 396430 728
667418 677418 847
315953 325953 258
181662 191662 658
640127 650127 933
972042 982042 632
849668 859668 839
952424 962424 882
972980 982980 385
591193 601193 873
428732 438732 140
537026 547026 199
398171 408171 573
653617 663617 589
944495 954495 561
178304 188304 21
3861 13861 23
277458 287458 262
507821 517821 361
891079 901079 750
985046 995046 318
380469 390469 355
228786 238786 724
66142 76142 210
613290 623290 144
156815 166815 122
360385 370385 675
513408 523408 752
413493 423493 214
72780 82780 122
650633 660633 182
173133 183133 335
155835 165835 880
373131 383131 76
823015 833015 762
35885 45885 925
255826 265826 421
261191 271191 192
287088 297088 6
767632 777632 402
3331 13331 160
406265 416265 272
726905 736905 356
291507 301507 635
397374 407374 704
413364 423364 688
6488 16488 860
715435 725435 524
286617 296617 146
684637 694637 613
585090 595090 626
711996 721996 619
168656 178656 576
626762 636762 172
763219 773219 12
943713 953713 528
838616 848616 247
752168 762168 282
337683 347683 346
664006 674006 107
933494 943494 485
472822 482822 667
87074 97074 557
728874 738874 268
783712 793712 160
724101 734101 344
197582 207582 973
286970 296970 867
405408 415408 434
320383 330383 233
639607 649607 677
427351 437351 47
317359 327359 378
7999 17999 383
153273 163273 682
542590 552590 408
792587 802587 239
469967 479967 507
158474 168474 26
923014 933014 542
902101 912101 675
809835 819835 558
881193 891193 351
988040 998040 784
663162 673162 706
213920 223920 447
736747 746747 263
218256 228256 660
764038 774038 249
434597 444597 120
603031 613031 0
936425 946425 128
197879 207879 656
270336 280336 30
499647 509647 496
