1000 50
-889794302 -379068457 369
-906838929 -221879746 1032
-727642525 -397859896 5571
671740168 938396064 400
-197930683 658774202 2151
505881733 867112941 2069
-536602174 269843225 8229
928692435 949433288 9247
841309609 987969938 1025
708925487 817226316 4790
546471302 639603598 4135
-419617501 643407877 6045
-397843877 589424010 5419
-949132403 234438527 8382
-942208172 -228744686 9907
-713345538 473662925 8913
438610890 497589651 3287
-501597340 107592307 2341
-265490712 849292232 3977
886312302 904762665 4613
405752765 993291570 3632
-98833879 245902368 3206
-239669859 511763 6995
-380985730 589036234 6913
243585558 983157767 5629
-89401342 919356024 5778
-530550614 -503271679 796
-283668394 230447234 2089
929729346 954110150 9270
-690409230 -69104611 6571
743080624 839031149 1906
123914909 145399769 6846
-900790856 -726288003 5217
-250794949 922421408 3630
-771722864 835171759 8039
-402688797 591127281 4257
-999361539 -601493770 1675
48825926 702420354 8384
918546207 946397198 9255
-642467982 -155059435 9664
-581250285 851160396 8978
-455646891 487457788 8299
-841258601 460818468 2215
-770508289 -709382827 7868
125777837 345036424 6950
589697040 628628956 7242
437322437 632582742 1669
-877805490 425339334 6549
-276071838 478241551 7085
35606653 896921036 1886
300306501 829426886 9839
874210618 889286664 9765
-920226517 425802909 6780
-407029047 474134369 8920
-77829121 112601539 6847
-834590505 837007589 5536
-59212334 553136879 5932
566108335 856115900 8719
875018637 904886394 7622
299445160 951992775 3383
200116566 203457554 4517
-624265325 696380810 2397
-680859207 997482606 7029
598358277 993395723 8452
-14898603 500133960 2323
33401613 712991475 9659
-590351253 229336965 9049
-359508380 317017698 2325
-633374755 859540337 3634
517657498 960959587 4287
789297468 974476885 4110
589698218 625194833 9718
483702157 841308768 9302
863695349 888455943 43
-595651526 -181616431 5053
-554237595 -511845157 1219
776777085 857906593 717
453033874 829679522 4381
-374331049 -78427644 6390
-517707167 443672730 8005
-995152619 540881437 112
-39141547 50065341 7641
-228883516 635544069 506
-284006007 189434163 2148
-194001508 598307445 3230
-80526769 40611513 8109
780970604 946898520 6511
-289189587 516223947 9793
537359904 579429588 9094
185425373 248163307 479
-778705184 -633205074 753
671535211 965368121 3834
-814726708 196177798 6970
-830014710 -315039319 6401
-605386043 861050028 1367
-886240239 -587199121 7361
-301150477 -124738180 714
636271634 704215779 8187
-136105317 49636839 4175
-490884910 -93672909 3500
984621542 997529920 636
-133387958 895095088 1217
636648397 647921520 8219
-896524978 -135600696 1985
-222210049 894291589 3699
-983378515 -855096359 729
-399794579 -266029162 758
218291199 799051306 4889
725217644 753389701 6233
681752904 736520273 8072
273672061 353897777 3080
-533270211 -203260522 1385
-248452153 -183627764 477
-833480266 -118795784 5441
-939051908 -436523163 4905
243927262 528574253 9367
541282414 856351576 7194
750510449 876939763 6749
930979893 974486455 1046
-962750435 -550190246 7335
-912060575 -909623284 571
296180247 976005593 3791
-695510335 308238341 2009
-98663442 -36466037 7163
144065949 855789270 3008
963630615 979505003 4711
-228169150 235430649 2153
-73114686 856288511 4922
-281897131 -40855603 6224
144526300 327520362 4104
335702478 474750433 7230
195074564 247654521 5869
-529691910 -107411982 9265
457401127 589273390 508
912761167 952739863 2143
-746538709 967644747 9349
-937484106 -581185682 5778
-560046908 401581887 3943
546347890 901790183 2430
-596740640 -461977380 9065
691388715 844676600 940
-664365019 93786574 8073
821427435 833225395 1457
-198579161 603350755 801
215909841 847438216 3371
-4363565 949767970 1657
858677903 976150904 7246
-413943578 -171627542 2911
49434405 159369404 7418
-849220846 -502649492 5413
-651326188 654465582 177
-565875639 395984598 542
-204664583 898343551 8700
625090670 727657075 1844
299033220 783108041 2157
-5678191 982036242 8089
-634167959 525108072 3740
-685657827 361357170 7282
-975896309 -634773514 26
-443192264 763920744 2791
792970129 821995813 6073
887674186 967975074 1102
364373235 681673797 4480
-669847574 17342937 7602
302017985 767049174 779
594517808 664047671 8519
600086759 660253661 4862
-953018399 166867849 7573
-802294897 -72708287 1442
-731515300 -108164644 599
-30929054 132969913 4157
-811660865 -367990731 3477
329975270 365669232 7740
895888299 973390953 8282
802523348 805319636 2216
-781540163 -432344081 6506
-186949511 401680972 8161
-733550659 912289177 5574
-746709038 -444443797 3780
-897564163 447147908 113
-98857955 415149635 9701
-935455483 16938379 6785
-313739816 441965713 8847
-172300794 595344090 7563
-920395979 -786151697 8743
-493925480 836621881 6966
-945184420 -811963515 7434
-317804360 -267090825 7090
-608424491 533741831 3990
-635649253 759271949 1803
-18516038 873721937 3059
270008645 812022400 730
-804441732 64987943 2262
-552052013 113119917 6795
659988909 759292622 533
997456872 999593406 4233
178347470 718957194 1466
477932262 814066153 5994
334275556 985389364 8786
-151249523 3251278 6562
-718709761 989045467 4408
165249790 283375301 2541
-465320634 125338444 8461
-846073249 -451911015 3079
571911513 909484383 3522
375428960 937077133 8531
-964028874 163728552 8942
-495514452 516705557 8122
155925412 458889649 3733
-413860144 485596007 4933
917025665 990211968 4425
720138046 958604519 2971
-373138578 -177684708 1859
522904443 632401405 2565
-197810456 40896606 2750
379356711 904211292 8023
-882287265 269502451 7747
943940327 948534461 8376
848076882 970946013 144
-394701045 206402832 2121
49408921 828175272 8463
-727116147 932835679 9839
6467974 505093895 28
330909415 519124324 5928
507992486 784239054 1829
511525649 593939520 5155
-514931835 -282466267 9616
391153812 773046849 7716
374702169 714180446 8498
258830169 614563369 4695
722898354 972771172 5388
-669829037 492696210 2517
-830091887 306983944 7028
-194530940 774419874 2978
-57743624 130156303 9446
-787003424 -745201014 5154
-129315954 -56331038 6309
-564816839 418374004 2947
-632081756 552231957 4538
-691993870 263806121 4540
-518275244 35904026 5561
-178982560 571659160 9219
-313704097 -1133097 4357
-942152677 79766909 6568
254565862 569564899 3983
-954698643 245832580 6144
261025308 954095675 4638
676773116 908211547 6668
672984907 855569049 5334
999201160 999432438 8810
398165634 917173179 3775
-91267865 -24828069 2095
57081325 256313067 9763
-861706480 -258132601 1352
499408341 864549671 8346
39563817 278153324 9425
316234548 357008175 7723
394528297 464726071 6169
-734957354 93254047 7104
-931982466 -92395652 3189
355080811 725806658 4867
246055857 274694005 9268
878273884 935900139 9173
-257853543 472447683 8003
442727571 627692931 6353
-547541794 173117284 8202
864548347 924748926 9789
-610079181 -35525777 1820
544738970 895413430 8973
-977623917 226687807 3696
23859238 933595701 2262
-890933049 132578742 5091
532818825 948245798 1700
255229699 395168696 2372
329332988 401092039 6740
403170807 491965634 7874
-811833597 402997175 5227
31857260 237936373 1987
966171887 990348420 7213
322147675 992317433 9119
485764415 666501632 5249
109700848 734094218 1574
-251971536 582013078 8103
-246329659 412353834 5903
362375102 961387575 6296
221263456 329822079 209
-371285898 62404165 8967
-144551003 871157206 8853
881278018 924853785 9495
781606345 888735836 3831
-352372753 893031070 7075
826366467 930826184 3696
-200632378 -117598786 6498
187668247 276123566 6284
797777611 820381758 4657
-383930264 271748540 7068
-103596418 740297038 9965
-786583863 283710258 2258
310181858 634980550 5804
20081263 884785244 8277
-520446910 -416180271 2282
101337074 790489171 8938
150599599 556561567 7327
283718181 709971773 4250
-414618426 -370745567 1704
-303699861 745244432 3598
-824753578 473462918 8171
-105234901 960290217 1417
59582431 507702429 767
-745715437 -255338213 8033
-726635695 -91140612 5486
451156252 881543587 3192
390718318 741323330 153
893628583 978228339 2156
603575612 752328009 2530
-793915722 381654326 3484
-59711471 855165630 9341
796016504 906472617 8074
837922623 901323277 8930
-702525707 12216783 2573
-117941763 513587579 5852
-874218085 422327638 7216
646568777 944405057 7283
605364473 936196546 1768
-926057591 -212552942 3782
360071065 407220690 2979
-902645004 537150346 1805
389992934 827743779 682
-626255622 732698524 4942
312203985 841552810 4737
135144700 530390958 3906
876944854 911326530 628
180634533 519393498 1827
120599753 774015933 3950
-740587666 -54090548 9350
122604688 499842219 1690
-587060611 809613350 6231
-370624121 486189275 4715
864732869 969200047 8393
-556686491 924839737 76
-885709384 758004282 582
380436350 614215538 8519
-927094312 711265850 8929
380128150 808359863 4313
-874248729 640700156 8499
321416456 392814757 3962
-832055914 -700186618 3828
-128416176 128993796 9355
-170889211 29553635 6930
-913812185 160979533 7348
-706349394 -466235163 6225
923831661 928250382 5644
-498891130 -171484132 6035
39726826 253919803 3153
848673858 983885326 4980
408214661 431730829 9976
628509562 819838666 8260
385160698 592716075 9437
-531132580 314994410 374
-206609611 99576864 8649
993854116 994035033 7369
48573510 636875341 79
973409901 990762778 6066
736404664 818499682 5911
-417203814 389610222 7557
311049161 952626538 3804
512580946 673268969 7544
50021060 139415855 2485
335339930 508950903 4797
-860517063 521202653 8634
-60214739 -47627181 2432
423585427 443012392 7344
-54968445 984142482 9628
-75309404 956795122 2418
539192678 609841601 2388
828211209 867957264 87
-324910144 -314875138 8903
59601283 686756393 8848
805605268 837022539 9612
785569268 885367129 4295
-949751005 -865518318 9155
-174938293 -24759103 2973
650993861 930833004 1568
-518644322 156810987 2450
-965082030 572615048 3018
783620129 930088549 8594
935061254 970737479 6050
365793460 860863544 17
-539992611 288755239 2205
640766641 676916395 5269
-992443321 -29363218 3885
-544850853 392280148 7967
978616998 983847022 1604
125528013 654008356 5766
-752164381 748286776 2929
-216026660 795761577 9925
89411034 655514025 4023
-231340330 266603629 1898
41270130 163961412 2682
-515103308 356263808 1939
-569114109 280365829 5762
413252162 888579143 5230
861729773 950750108 2864
575618264 716090796 8311
-773695538 -421690960 4904
988438130 995983781 3162
-925327392 -306603822 8540
932061034 962188545 2487
-950803618 784892434 7241
499288776 679333572 945
-897972955 -33637380 1747
-157956198 337370591 337
-656825033 -571733901 8189
177023567 548957751 7296
-424145043 420343411 5558
154734339 239969128 6000
257610433 633589184 6468
416810480 949865771 4974
89724557 728610723 2206
-533926847 -497895424 1906
785354461 868339765 4038
145724195 735003344 7734
-474395696 904966457 7486
714656104 904614035 9202
8767963 334612229 1481
421951399 524992001 7147
-430747898 849151050 9931
883747195 914787459 9301
848401045 893081973 4476
560222356 580015590 3853
400129669 700416800 1832
-104773041 814154455 6289
724225467 921633754 9645
-360784470 865733060 6987
-594871576 -547953488 3129
974266243 983845865 518
-884098299 375310962 6995
275758135 756931893 9852
46942066 200160419 607
-640433074 -367226417 9037
149523661 797856138 6071
69132661 691458838 3374
-776215922 917654849 3341
-429450312 -255777195 7577
307270482 334393166 4299
-894207649 45391323 703
-75083484 735242094 5527
164044841 960941790 9829
844823417 846396400 4127
-406758086 275499402 8081
-823082987 -698032165 1702
399957717 611247923 2460
634878991 953293308 3753
356749467 391810441 7555
218850786 381988060 543
-892502059 647257766 6483
-43639836 24615057 9566
-369399225 906173855 8713
-866037635 953595314 6826
907562851 975879134 8345
68542269 144983955 2503
-657334608 -531914858 7718
339228242 831117167 7545
497785861 673855601 2874
72166672 163199503 7383
143524386 633277294 2671
-354377886 293189199 4383
403164640 790965993 2277
-501127930 152145529 8668
-44379054 714730023 5381
817963746 915476246 736
984864182 992328208 365
632923440 919366307 313
-274846594 -55693679 3910
-640581676 -275023224 4624
720909863 908856460 1434
813618835 906661295 1731
-222780832 279145376 9956
-180549615 685997133 2316
323801904 999208628 2434
-414591269 -308813088 5927
352533300 528810599 782
-713809477 -355475689 5674
-213898762 415973269 6067
-405470251 396521357 1533
591707090 880996049 9833
-560564591 -353418064 9654
-510149441 35753027 7385
-356689711 -296054463 5344
61498870 912003329 835
128311615 871267425 2487
-369002480 147515236 4906
9772851 543432895 110
40318230 936968019 1122
733013131 954580918 342
814938234 868213841 3885
400177382 453106679 5759
-149312278 322892800 5837
-915888637 -293979031 1196
-672892123 -450350370 4600
414034566 562298275 3485
-1632493 760075185 4656
-238275613 26805900 598
-870843457 498008529 2527
-576432954 375914524 9749
-58623619 69945827 9797
-544477086 -438686654 4373
239147780 585869672 1364
158311628 653145923 9249
763219306 975336550 7665
480404237 721377177 7975
-187773779 -149728819 7474
678392016 697925856 33
563528609 765325300 1696
738593111 767841463 2610
-276652356 959109454 3356
-808126425 978460659 9628
100406796 739617843 6063
-484871743 537126419 6695
443984908 789439068 2202
117800757 433468337 1997
-874893864 -521077863 608
-209825937 863069860 1993
-910103623 -561172531 3299
649966313 958758300 7429
-894359107 -147585013 897
-620928899 703935853 3427
-538006467 24648537 4935
99233813 430665283 9190
981420252 991688612 8221
-704010707 -655330303 7115
157139063 522690929 7137
545645907 797142438 3632
801031344 832720822 3693
-57248980 281475864 5349
-358740595 899301576 9184
301236197 384680434 8478
-877474780 958663311 9818
-12894402 299541670 6933
488966388 912788001 5831
-411797420 251357908 9056
-444796786 -247409279 1979
211830049 623612750 2039
36542665 486834357 899
937676755 987544688 3520
-810239776 -783715857 9688
744710745 821054675 1768
-604700288 98232772 4562
-890273720 -187071673 7221
-826683293 -208903789 3627
-665149278 906807087 1910
-277937987 25369963 4007
-599886507 637182390 8336
-586179619 729466179 2723
664003301 912407114 3935
597597421 730901021 8214
84461790 202285724 7203
269718611 896297862 1747
311293710 647480243 9578
-443532897 71265051 2075
385042174 872527286 5931
831851087 921463821 3175
-994187521 -961872628 5993
957812786 996623200 9315
634520740 734573238 8205
516320604 894822517 9041
-586080976 -351715855 7902
373294925 882580741 4843
33201006 757726591 8421
-584823859 182735721 1690
934869395 976411124 6093
-688984633 -107205810 7320
452205646 757356317 6463
-133289485 864566958 5600
-279411313 744349733 6211
484858540 965376040 5800
255795808 794851902 1882
-871384285 735425763 6783
-839710213 851087361 8696
-369140782 -301080202 3464
-452335208 6747133 5205
260365611 913294296 4972
266040716 678518227 1692
565673967 813851404 7969
-132694008 456171802 3609
987922520 994057159 7209
799964230 991966948 5748
103230806 685204570 320
-13333808 500724445 9484
-938966952 219097211 1134
411655039 873056637 4559
-607456390 205661320 5701
-702279414 920221636 2592
251947945 901388813 4088
-528074297 109427776 1243
54044812 681690210 5279
575166432 916457293 8086
-720443233 23627702 1596
-816022592 245034021 3607
485051722 862406815 3118
172615303 929568122 8310
-216150283 603919353 4048
-377413328 363638275 7792
29136430 288232845 9541
985930483 988599873 5838
-171536663 77495841 8316
228513166 263453592 5043
877483801 986977474 3521
-694019708 -130879757 3908
-195965057 -194285570 336
832903164 889704070 9517
-629368018 754302436 9589
919838622 970225689 8033
-122783902 943016483 1826
176612317 319788777 744
-791119063 -602857491 7807
673733947 832712484 1087
-870462805 508187034 965
-89661743 522699772 4790
21605558 244490828 7975
-762679353 -529323557 2805
638560446 956553508 3456
71136339 989488017 4070
527899556 996457622 3994
941999143 958497039 2198
827257870 895176625 7941
710710168 858964704 6560
54131654 267100199 2956
186347048 927715036 3519
920236739 936313375 8290
395348063 862745547 3985
987809225 997334997 9959
644385530 801103443 4501
25288058 59997393 5445
-24533120 918466724 4208
626850992 973690638 1818
-770261343 -554686564 2417
-601665592 570134478 7844
-783635374 -423833935 925
-891111107 312338051 859
862576128 942836316 8934
-267426486 775693944 7062
807660066 941059628 2168
111547618 837730964 303
-849168348 736513812 8425
-363034327 600495421 3838
-689972459 817979134 1989
-755419727 21681953 3023
564449523 595513564 5153
-949398463 611759293 6338
374403059 419563987 7499
566247851 655729800 6308
-209326647 988899424 7303
-91190224 749055653 1128
529376860 545343977 3793
-15637673 485152504 1042
715687547 742249325 6499
-392641529 -29527705 4491
-860160705 868292266 2350
-322143929 -164505164 6564
715063446 904732535 3136
795804058 798220193 3469
-420635302 264589047 780
-827809597 -615321334 3785
753799523 798731151 5302
-623041684 -547076591 948
-208077881 537641061 5511
-798289259 -726588313 1565
398367744 572120258 9211
902750301 964446785 5953
-505538977 400684730 9002
362471047 933579363 204
-66633301 551157601 1250
-927222450 707654121 2801
691252088 955452552 5057
-467331898 510376031 4205
-302100307 -189786917 5421
-139772961 239699769 668
-374039090 818714699 3160
579232150 774206931 4824
-527469405 649647802 3484
-523164166 277070245 7594
957826244 995233112 788
961789076 999361118 6701
-49916556 291433481 104
430007500 900516888 8347
295429033 607056417 6848
686878480 827306005 4221
242260310 929161725 8167
-626495858 117714886 6242
-686227837 710633657 4084
969843826 987899479 1605
751582053 756240136 6839
-976630896 348163454 8162
-255954946 483156560 9256
-658389365 -268688857 5526
-642025897 -464409437 9207
-166062299 346740185 881
-224921694 298135852 1499
-901620204 283457280 2530
115839075 215826173 6357
606223624 764944154 7631
241992991 638367497 7151
-565684644 236502589 5370
571551919 844812888 8259
233516917 248459358 5022
-550243054 -316818901 187
356914882 831508238 8095
-531187741 -382696914 1986
286054054 720442139 658
654532862 849391816 7120
-128601094 372714273 4148
-255970483 428278159 9696
-812503852 700212410 4625
-943285833 -705400690 5510
-214188288 584672669 4785
645540696 951703052 4970
-434284229 310767050 9050
207534619 554194340 9437
211970639 304695725 6597
378480455 758924246 4572
745129529 790458786 6862
-643573183 -477238788 2135
557157292 706877811 7022
-467582030 -19174671 2989
-934348526 -329735896 5944
-190099630 -57534851 9071
-647664884 -307555084 1850
-616841072 922447102 3209
-891127044 -289406083 4610
-649216074 615409593 4492
586111286 920295167 6741
626376164 834894570 7943
-112331071 -60391954 1612
759240449 835728825 7217
-131948237 164516689 3580
-97232871 337606208 4738
-823183974 475224550 1548
726222886 838336952 2980
39212263 563309745 4602
693131641 738200312 58
-268452795 -77563257 2171
-624947862 985795237 6347
-906517468 -382930636 9068
-870762292 455362965 7581
-629779128 -571246657 5765
-487626961 931240834 6900
-953065400 572154005 148
-809934680 740959902 3008
420076623 954077214 6165
-560397401 -252435474 5564
-643896849 550866879 4652
382956347 764675339 8473
242534262 888154041 4848
396714901 908545049 8837
-349874878 472595512 476
-385578204 374697159 9319
-861631942 139722741 573
-8643358 348385682 4479
-49895577 386591336 9359
464998170 605922127 7987
498430099 654416483 5291
-156124701 124517264 7455
728239533 913053260 2455
856873100 894924660 402
12914463 197723723 9943
-753720002 -667984953 3567
-537060566 195485076 741
912887005 943894749 6155
975690419 998819843 7219
-88004479 94802661 7783
937914469 974681806 3987
239503437 477135353 8633
-60732429 193164101 9368
-883062718 -571061322 736
159613321 682382175 2771
-322721398 -16675694 7129
-753560580 -667934806 9888
-478813155 297817070 6718
809144287 920809062 667
-586992464 31281283 3004
-41583456 131334903 5101
-375539977 -359302027 5106
425800315 548448044 2030
-13019700 603791506 2650
933260125 959905659 2663
613618505 678064466 3417
425001395 660866969 9170
923262348 977301584 9139
626656868 854662446 1899
721823129 976594935 5208
-245656220 416356979 2444
38882881 522804612 3499
-61999970 94080813 6706
-733797343 -422375992 4301
48094330 782158393 662
-280373589 614242482 2793
-639982150 662244472 1169
-522473533 368354371 9749
314461 545624523 8975
-285419045 775929732 3393
767695986 903366454 5336
-821355899 542410870 4609
782398362 831395330 8858
-147806901 -108073765 3877
852874456 856827429 9379
-473395322 662683888 6703
-761380073 -572273345 2292
-497984794 353834686 1408
-509646337 -90883915 9759
184066655 498435562 640
789300115 830193136 2492
633978620 767040561 7489
362581994 566847406 2796
-942022463 259729918 2579
752300190 986092042 39
448922247 765839861 9911
733895894 862810205 2707
615406992 815761383 5932
701906370 770520751 7255
-743073786 -711742218 6988
-589792034 65581393 8982
-511065281 -222584530 9450
-643547521 -266617927 3457
757843061 896671458 4956
-143494590 673220714 9110
951320588 985570145 2003
163892870 230351424 7781
760048252 908318507 5059
-726244174 726092497 2602
120246161 771184413 9448
-230842047 -176394202 8505
-208046374 656273264 205
84103747 137211740 9791
-462739830 558447169 6932
425817530 610246327 8785
-779594425 258853633 7818
908614272 995235435 1855
-571675451 -321496009 7865
-972232817 -868472856 6436
-771494404 215530676 5036
-249285595 -127703216 8729
-800846849 689182155 6683
-818846247 -297277452 8334
211866127 353488368 3421
492273584 812147450 4293
153704825 581225043 2944
-855778826 475575474 2512
899377182 916759976 2044
-695430101 26680974 3246
-876982255 633851562 3299
-30097557 3884908 1680
539505029 953238115 5877
-410418681 428784081 3613
-38468509 672465036 1531
-786678736 -165323861 9229
316176484 808556336 909
290716269 943928110 5999
154567946 614375363 4678
807482890 917826883 7231
382530785 798731325 6257
149287523 221654650 1364
-316400200 559604053 9178
972104344 979557492 2818
-184784957 411426991 9031
-448603520 522319215 6393
938107207 951378725 2561
407177634 530042574 6295
290349264 563388044 7751
-290131725 198143648 245
410984425 695934534 6265
-243505525 66251825 8372
837950910 977439940 100
776034179 867943106 8902
-469499276 -211913016 1956
-302735967 553568741 1585
649980238 996213787 6676
778033888 940060154 1028
469476683 984087045 6628
226850188 840026290 3040
906864498 940094422 8271
52553009 347956512 4856
373953527 402701060 8988
-646811439 64378048 8881
-163799755 493551021 799
68221004 770091213 9813
-777577389 122603784 6097
-5049905 605780074 5716
-850588660 -157296448 9666
-948372863 947661899 8429
-650532003 522799136 5403
-444877697 750013401 9173
99877669 754068823 7825
-525703344 844430213 3647
81089169 313588377 6704
-588396981 -48772292 9584
-178508377 549140427 2721
-824768950 -312425183 7711
381239874 578 39
616848890 804 38
910228623 990 96
982678070 8618 180
368038960 185 66
97783588 234 43
726575750 482 83
158048352 742 93
388637088 38 9
932564429 915 57
331421429 618 91
288330597 148 11
959264394 679 11
890451379 899 37
71812808 830 9
586440029 210 25
611006386 862 38
861468197 335 44
590282462 6864 145
449038942 155 54
569553587 924 81
882638002 346 49
742433824 989 95
971058368 465 20
323807117 472 98
800955663 200 82
523320468 210 22
520137597 606 44
28859489 141 14
436773956 121 8
922622854 437 66
926154065 306 29
708120569 1659 176
797892418 338 2
597778706 418 38
517540264 207 44
198320043 552 14
948626344 351 35
266849850 396 90
363709643 174 63
788433387 269 91
996458746 368 90
849262724 524 7
172702875 866 38
16944000 256 38
213518787 390 78
139199509 564 62
672961210 909 21
462601718 647 73
174890605 634 71
